AADT,YEAR_,ID,CLASSD,SECTION_,COMM,ACTIVE,SITETYPE,DISTRICT,COUNTYDOT,COUNTYNM,MNG_DIST,KFCTR,DFCTR,TFCTR,LOCATION,EPSG4326x,EPSG4326y
13500,2022,876245,No,87260396,"RAMP 87260396 FROM WB NW 58 ST TO NB SR826, 700' N OF NW 58 ST",Y,Portable,6,87,Miami-Dade,6,8,99.9,14.6,0.133,-80.32129114,25.82808803
9800,2022,878656,No,87000437,"NW 29TH AVE, 200 FT W OF US-441/NW 7TH AVE",Y,Portable,6,87,Miami-Dade,6,9,56.5,4.5,0.98,-80.20791627,25.80356957
11600,2022,878138,No,87000117,"SW 72ND AVE, 200' SOUTH OF SW 40TH STREET",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,1.003,-80.3109235,25.73262483
26500,2022,878211,No,87000457,"NW 199TH ST, 200' EAST OF NW 27TH AVENUE",Y,Portable,6,87,Miami-Dade,6,9,54.7,11.8,0.038,-80.24538965,25.9554506
9900,2022,876290,No,87260517,"RAMP 87260517 FROM WB SR826 TO NB TURNPIKE, 400' N OF SR 826",Y,Portable,6,87,Miami-Dade,6,8,99.9,17.5,0.076,-80.21057671,25.93134987
30000,2022,878497,No,87000345,"NW 12 ST, 200 FT E OF NW 93 CT (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,7.6,0.35,-80.34705562,25.78327028
5100,2022,878694,No,87000967,SW 142 AVENUE 300' SOUT HOF SW 26 STREET,Y,Portable,6,87,Miami-Dade,6,9,56.5,8.2,0.932,-80.42419306,25.74224085
15800,2022,878268,No,87032501,"NORTH MIAMI AVENUE, 200' SOUTH OF NW 20TH STREET",Y,Portable,6,87,Miami-Dade,6,9,54.7,11.8,0.236,-80.19482232,25.79506319
10700,2022,877043,No,87000404,NW 10TH AVE/NW 8TH ST 100 FEET NORTH OF NW 17TH ST,Y,Portable,6,87,Miami-Dade,6,9,54.7,2.5,0.253,-80.21022397,25.79162912
25000,2022,877048,No,87008503,NW 138TH ST 0.5 MILE WEST OF 36TH AVE/97TH AVE,Y,Portable,6,87,Miami-Dade,6,9,54.7,11.8,0.998,-80.36441558,25.89867399
2600,2022,876386,No,87260005,"R-87260005 F. DADELAND M NB ON RAMP TO NB SR 826 R-87260004, 250 S OF DADELAND M",Y,Portable,6,87,Miami-Dade,6,8,99.9,3.2,0.047,-80.31552609,25.68877866
6700,2022,878540,No,87000480,"SW 112 AVE, 200 FT S OF SW 95 ST, THE CROSSINGS",Y,Portable,6,87,Miami-Dade,6,9,56.5,3.8,0.615,-80.37615648,25.67974922
10500,2022,876267,No,87260323,"RAMP 87260323 FROM NB SR826 TO EB GRATIGNY PKWY, 100' N OF SR 826",Y,Portable,6,87,Miami-Dade,6,8,99.9,21,0.019,-80.32392026,25.89923436
7000,2022,878675,Yes,87000979,OSAGE DR 120' NORTH OF NW 39 STREET,Y,Portable,6,87,Miami-Dade,6,9,54.7,2.2,0.113,-80.30333585,25.81060737
13000,2022,878130,No,87000071,"SW 77TH AVE, 200' SOUTH OF SW 136TH STREET",Y,Portable,6,87,Miami-Dade,6,9,56.5,3.8,0.987,-80.31774621,25.64383907
25500,2022,878235,No,87000534,"NW 58TH ST, 200' WEST OF NW 97TH AVENUE",Y,Portable,6,87,Miami-Dade,6,9,54.7,11.8,0.957,-80.35453738,25.82606695
11300,2022,878371,No,87000044,"SW 320 ST, 200 FT E OF NW 8 AVE (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,6.3,0.922,-80.4869044,25.46976898
550,2022,876342,Yes,87270211,"RAMP 87270211 FROM NB I-95 TO PARK AND RIDE, 100' N OF I-95",Y,Portable,6,87,Miami-Dade,6,8,99.9,9.3,0.019,-80.21072431,25.91980602
16800,2022,878501,No,87000349,"PARK BLVD, 400 FT W OF FONTAINEBLEAU BLVD",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.2,0.097,-80.33831169,25.77293643
8100,2022,878599,Yes,87032503,"N MIAMI AV, 200' NORTH OFNE 132 ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,2.5,0.848,-80.19899205,25.89659414
37500,2022,876461,Yes,87200427,"RAMP 87200429 TO RAMP 87200431, 200' NORTH OF RAMP 87200429",Y,Portable,6,87,Miami-Dade,6,8,99.9,6.7,0.04,-80.31979868,25.77693815
10000,2022,876212,No,87260153,"RAMP 87260153 FROM WB NW 167 ST TO WB SR826, 100' W OF NW 167 ST",Y,Portable,6,87,Miami-Dade,6,8,99.9,8.1,0.019,-80.26286242,25.92593501
5100,2022,878631,No,87020500,"FLAGLER AVE, 200' SOUTH OF SR 5/US-1 (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,99.9,6.3,0.038,-80.46281886,25.48285511
20500,2022,878112,Yes,87000030,"NW 87TH AVE, 200' SOUTH OF NW 168 TER",Y,Portable,6,87,Miami-Dade,6,9,54.7,1.4,3.909,-80.34147282,25.92487667
7900,2022,878185,No,87000356,"NW 42ND COURT, 200' NORTH OF NW 14 STREET",Y,Portable,6,87,Miami-Dade,6,9,54.7,5,0.038,-80.26540526,25.78666289
6200,2022,878439,No,87000213,"NE 87 ST, 200 FT W OF NE 3 AVE (2011 OFFSYS)",Y,Portable,6,87,Miami-Dade,6,9,56.5,2.3,0.602,-80.19149937,25.85499285
11200,2022,878331,No,87077504,"SW 117TH AVE, 200' SOUTH OF SW 8TH STREET",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,1.208,-80.37864588,25.76066443
6800,2022,876334,No,87270203,"RAMP 87270203 FROM NB I-95 TO NB NW 6 AVE, 200' N OF I-95",Y,Portable,6,87,Miami-Dade,6,8,99.9,4.4,0.038,-80.20885502,25.88760623
6800,2022,878442,No,87000221,"NE 12 AVE, 200 FT N OFNE 144 ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,2.6,1.152,-80.1751819,25.9075229
12500,2022,878580,No,87000551,"NW 7 STREET, 200' EAST OFMIDWAY POINT APT (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.2,0.379,-80.33058316,25.77671096
3400,2022,876191,Yes,87260129,"RAMP 87260129 FROM NB SR826 TO EB SW 72 ST, 200' N OF SR 826",Y,Portable,6,87,Miami-Dade,6,8,99.9,2.5,0.038,-80.31709148,25.70090867
5600,2022,877055,No,87053002,"NE 1ST ST, 100 FT W OF NE 2ND AVE",Y,Portable,6,87,Miami-Dade,6,9,99.9,11.8,0.198,-80.19062236,25.77520777
30500,2022,876407,Yes,87281225,"RAMP 87281225 FROM RAMP 87200131 TO NB NW 42 AVE, 200' E OF RAMP 87200131",Y,Portable,6,87,Miami-Dade,6,9,99.9,2.9,0.038,-80.26489156,25.7938662
15700,2022,878410,No,87000125,"PONCE DE LEON, 200 FT S OF MIRACLE MILE (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,3.1,1.367,-80.25855928,25.74893117
5800,2022,876268,No,87260328,"RAMP 87260328 FROM NB NW 77 AVE TO NB SR826, 25' N OF NW 77 AVE",Y,Portable,6,87,Miami-Dade,6,8,99.9,3.6,0.005,-80.32485583,25.91652711
78000,2022,879080,Yes,87060000,"SR A1A/MACARTHUR CSWY, 1000' W PALM ISL ENT @R31",Y,Portable,6,87,Miami-Dade,6,9,54.9,5.3,1.462,-80.1661028,25.77838129
5800,2022,878253,No,87000632,"SW 70TH ST, 100' EAST OF COMMERCE",Y,Portable,6,87,Miami-Dade,6,9,56.5,3.1,0.108,-80.28878108,25.70612119
22500,2022,877021,No,87000178,NW 32ND AVE 50 FT. SOUTH OF NW 51ST STREET,Y,Portable,6,87,Miami-Dade,6,9,54.7,6.4,1.427,-80.24878623,25.82024739
4900,2022,878366,No,87000006,"CARD SOUND RD, 200 FT N OF DADE/MONROE CO/L (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9.5,56.5,6.3,0.038,-80.38077051,25.29239573
18000,2022,876351,No,87270220,"RAMP 87270220 FROM NB I-95 TO EB NE 203 ST, 200' N OF I-95",Y,Portable,6,87,Miami-Dade,6,8,99.9,12,0.038,-80.16889457,25.95921889
10400,2022,878551,No,87000496,"SW 82 AVE, 200' SOUTH OFSW 164 ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,29.6,0.217,-80.32475256,25.61782093
1900,2022,876475,No,87060300,"BAL BAY DR, 200' NORTH OF RITZ-CARLTON",Y,Portable,6,87,Miami-Dade,6,9,99.9,5.8,0.076,-80.1243607,25.89799973
6400,2022,876222,No,87260163,"RAMP 87260163 FROM EB SR826 TO EB NW 167 ST, 50' E OF SR 826",Y,Portable,6,87,Miami-Dade,6,8,99.9,15.7,0.009,-80.23142972,25.92658454
4500,2022,878669,No,87000973,NW 50 STREET 900' EAST OF 112 AVE,Y,Portable,6,87,Miami-Dade,6,9,54.7,7.6,0.674,-80.37502038,25.81886877
9000,2022,878153,No,87000154,"NW 46TH ST, 200' WEST OF NW 27TH AVENUE",Y,Portable,6,87,Miami-Dade,6,9,54.7,11.8,1.85,-80.2411264,25.81648728
24500,2022,878238,No,87000536,"SW 72ND ST, 200' WEST OF SW 152ND AVE",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,1.459,-80.43915348,25.69906338
4300,2022,878319,No,87067507,"SW 220TH ST, 200' EAST OF US-1",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,0.038,-80.38465633,25.56255696
10500,2022,876321,No,87270190,"RAMP 87270190 FROM SB I-95 TO SB NW 6 CT, 50' S OF I-95",Y,Portable,6,87,Miami-Dade,6,8,99.9,7.7,0.009,-80.20820594,25.85072016
19000,2022,878499,No,87000347,"FONTAINEBLEAU BLVD, 200 FT E OF NW 100 CT (2011 OFFSYS)",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.2,1.636,-80.35944546,25.77566573
22000,2022,878608,No,87066000,"BROAD CSWY, 200 FT E OF GAS STATION ACCESS",Y,Portable,6,87,Miami-Dade,6,9,56.5,2.6,4.167,-80.14463524,25.88766255
16500,2022,876448,Yes,87200221,"RAMP 87200221 FROM RP 87260213 TO SR-836 EB, 100' WEST OF SR 836",Y,Portable,6,87,Miami-Dade,6,8,99.9,7,1.01,-80.30504967,25.7831464
8000,2022,876173,Yes,87200605,"RAMP 87200605 FROM WB SR836 TO NB NW 107AVE, 400' E OF NW 107 AVE",Y,Portable,6,87,Miami-Dade,6,8,99.9,3.8,0.4,-80.36741618,25.78154803
9900,2022,878655,No,87000436,"NW 28 ST, 200' WEST OF NW 24 CT(2011 OFFSYSTEM CYCLE, COUNTY LINK:418)",Y,Portable,6,87,Miami-Dade,6,9,56.5,4.5,0.808,-80.23741278,25.80175175
24500,2022,877102,No,87000486,"SW 107 AVE/MARLIN RD, 200' N OF SW 106 AVE",Y,Portable,6,87,Miami-Dade,6,9,56.5,3.5,0.251,-80.36264784,25.59136427
16700,2022,878205,No,87000451,"OLD CUTLER RD, 200' SOUTH OF SW 184TH STREET",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,1.644,-80.3164517,25.59908553
5600,2022,878436,No,87000207,"NE 4 CT, 200 FT S OF NE 67 ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,3.5,0.687,-80.18763193,25.83674872
20600,2022,878289,No,87051000,"NW 62ND ST, 200' WEST OF I-95",Y,Portable,6,87,Miami-Dade,6,9,54.7,11.8,5.18,-80.20650423,25.83231049
4700,2022,876302,No,87270169,"RAMP 87270169 FROM NB I-95 TO NB SW 3 AVE, 200' N OF I-95",Y,Portable,6,87,Miami-Dade,6,8,99.9,2.1,0.038,-80.1994843,25.76378258
18400,2022,878310,No,87067500,"OLD CUTLER RD, 200' SOUTH OF FRANJO RD",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,2.222,-80.33637686,25.57844791
6300,2022,876332,No,87270201,"RAMP 87270201 FROM NB I-95 TO NB NW 6 AVE, 100' N OF I-95",Y,Portable,6,87,Miami-Dade,6,8,99.9,7.2,0.019,-80.2087622,25.88175941
3200,2022,878506,No,87000405,"SW 47 TER, 200' EAST OFSW 112 AVE (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.2,0.513,-80.37467815,25.72304588
26500,2022,878620,No,87108000,"HIALEAH GRDS BLVD, 200 FT N OF W 72ND ST, HIALEAH",Y,Portable,6,87,Miami-Dade,6,9,56.5,11,0.744,-80.35087133,25.88845081
35000,2022,876465,Yes,87260325,"RAMP 87260325 FROM SR-826 SB TO SR-826 SB, 800' NORTH OF RAMP 87200322",Y,Portable,6,87,Miami-Dade,6,8,99.9,8.4,0.288,-80.3210431,25.7765338
7800,2022,876214,No,87260155,"RAMP 87260155 FROM EB SR826 TO EB NW 167 ST, 200' E OF SR 826",Y,Portable,6,87,Miami-Dade,6,8,99.9,32.8,0.038,-80.26304575,25.92544057
7800,2022,878632,No,87036501,"PINE TREE DR, 200' SOUTH OF 51 ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,3.5,0.353,-80.12484719,25.82685087
5300,2022,877101,No,87000097,"KIRK ST, 200 FT N OF LINCOLN AVE",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.2,0.246,-80.22972374,25.73896613
25500,2022,878207,No,87000451,"OLD CUTLER RD, 200' SOUTH OF SW 152ND STREET",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,3.817,-80.3111308,25.62913972
9800,2022,878440,No,87000217,"SW 112 AVE, 200 FT S OF RICHMOND DR/SW 168 ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,3.8,0.989,-80.3736475,25.61227867
18200,2022,878288,No,87051000,"NW 62ND ST, 200' WEST OF NW 12TH AVENUE",Y,Portable,6,87,Miami-Dade,6,9,54.7,11.8,4.535,-80.21685092,25.83194909
14500,2022,876274,No,87260334,"RAMP 87260334 FROM WB SR826 TO WB NW 167 ST, 200' W OF SR 826",Y,Portable,6,87,Miami-Dade,6,8,99.9,8.6,0.038,-80.3065483,25.92502808
13600,2022,878448,No,87000235,"W 37 ST, 300 FT W OF W 12 AVE, HIALEAH (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,4.9,0.971,-80.30694687,25.85525255
12900,2022,878592,No,87000621,"NW 32 AV, 200' NORTH OFNW 125 ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,6.2,0.425,-80.25139287,25.88871513
25000,2022,878283,No,87045502,"SW 56TH ST, 200' WEST OF SW 107TH AVENUE",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,0.939,-80.36751993,25.71538039
4600,2022,876165,Yes,87200126,"RAMP 87200126 FROM EB SR836 TO SB NW 45 AVE, 200' E OF SR 836",Y,Portable,6,87,Miami-Dade,6,8,99.9,2.5,0.038,-80.27191527,25.78272473
7500,2022,877083,No,87000559,"NW 115 AVE/NW 138 ST, 250' SOUTH OF  NW 113 AVE RD",Y,Portable,6,87,Miami-Dade,6,9,56.5,16.9,0.803,-80.38131807,25.89361598
2600,2022,876373,No,87300502,"RAMP 87300502 FROM SBNW 57 AVE TO EB GRATIGNY PKWY, 500' W OF NW 57 AVE",Y,Portable,6,87,Miami-Dade,6,8,99.9,9.5,0.095,-80.29324975,25.89500934
6300,2022,878394,No,87000113,"SW 92 AVE, 200 FT N OF SW 51 ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.2,1.52,-80.34338717,25.72126771
18000,2022,876264,No,87260320,"RAMP 87260320 FROM NB SR826 TO EB NW 122 ST, 200' N OF SR 826",Y,Portable,6,87,Miami-Dade,6,8,99.9,4.8,0.038,-80.32289327,25.88213634
16000,2022,878716,No,87000721,"SW 120 ST, 500' WEST OF SW 151 CT",Y,Portable,6,87,Miami-Dade,6,9,56.5,2.5,0.528,-80.44027994,25.65509755
24500,2022,878173,No,87000263,"NW 199TH ST, 200' EAST OF TURNPIKE",Y,Portable,6,87,Miami-Dade,6,9,54.7,11.8,0.038,-80.22850362,25.95615854
23000,2022,878266,No,87029502,"NW 37TH AVE, 500 FT N OF SR-836/DOLPHIN EXPY",Y,Portable,6,87,Miami-Dade,6,9,56.5,4.5,0.783,-80.25601306,25.79042096
26500,2022,877037,No,87000293,NW 154TH ST 500 FT EAST OF NW 82ND AVE,Y,Portable,6,87,Miami-Dade,6,9,54.7,1.2,0.596,-80.33144866,25.91325111
7000,2022,878361,No,87000538,"NW 3 AVE, 200' NORTH OF NW 11 ST",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.4,0.192,-80.19978988,25.78501695
4100,2022,876366,No,87270515,"RAMP 87270515 FROM NB NW 10 AVE TO RAMP 87270514, 200' E OF NW 10 AVE",Y,Portable,6,87,Miami-Dade,6,8,99.9,3.7,0.038,-80.21105646,25.81212524
5300,2022,878555,No,87000499,"SW 140TH AVE, 100'  N OF SW 275TH ST, NARANJA",Y,Portable,6,87,Miami-Dade,6,9,56.5,6.3,0.409,-80.41852001,25.51148953
24000,2022,876464,Yes,87200431,"RAMP 87200431 FROM SR-826 SB TO SR-836 EB, 100' SOUTH OF RAMP 87200324",Y,Portable,6,87,Miami-Dade,6,8,99.9,5.5,0.145,-80.32148206,25.78364169
11000,2022,876208,No,87260247,"RAMP 87260247 FROM EB NW 36 ST TO SB SR826, 200' S OF NW 36 ST",Y,Portable,6,87,Miami-Dade,6,8,99.9,4.6,0.038,-80.32228546,25.80881059
5300,2022,878658,No,87000526,"NW 79 AVE, 200' NORTH OFNW 80 ST(2011 OFFSYSTEM CYCLE, COUNTY LINK:487)",Y,Portable,6,87,Miami-Dade,6,9,56.5,11,0.397,-80.32778775,25.84650035
30500,2022,878148,No,87000141,"SW 56TH ST, 200' WEST OF SW 127TH AVENUE",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,1.963,-80.39967591,25.71488234
150,2022,878233,No,87000530,"NW 96TH ST, 100' WEST OF NW 1ST AVENUE",Y,Portable,6,87,Miami-Dade,6,9,54.7,2.1,0.1,-80.19984796,25.86332327
10100,2022,878325,No,87076500,"COCONUT PALM DR, 200' WEST OF US-1",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,1.085,-80.4115856,25.53647433
12500,2022,876317,No,87270186,"RAMP 87270186 FROM WB NW 62 ST TO NB I-95, 50' N OF NW 62 ST",Y,Portable,6,87,Miami-Dade,6,8,99.9,7.2,0.009,-80.20564414,25.83450283
9900,2022,878523,No,87000444,"SW 15TH RD, 200' NORTH OF SW 1 CT (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.4,0.082,-80.19605333,25.7598099
10400,2022,878572,No,87000541,"SW 136 STREET, 200' EAST OFSW 147 AVE (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,2.5,1.049,-80.43492486,25.64042181
9400,2022,876450,Yes,87200322,"RAMP 87200322 RP 87200329 TO RP 87260325, 100' SOUTH OF RAMP 87200329",Y,Portable,6,87,Miami-Dade,6,8,99.9,3.3,0.02,-80.32196813,25.78026442
7500,2022,876168,Yes,87200500,"RAMP 87200500 FROM WB SR836 TO SB NW 107 AVE, 200' W OF SR 836",Y,Portable,6,87,Miami-Dade,6,8,99.9,3.3,0.038,-80.37275339,25.78074199
18600,2022,878635,No,87000054,"SW 211 ST, 200' NORTH OFSOUTHLAND MALL(2011 OFFSYSTEM CYCLE, CL:894)",Y,Portable,6,87,Miami-Dade,6,9,56.5,6.3,0.418,-80.36979287,25.57114856
1200,2022,877103,Yes,87000495,"SW 120 ST, 200' WEST OF  SW 92 AV",Y,Portable,6,87,Miami-Dade,6,9,56.5,4.6,0.469,-80.34316355,25.65845742
6700,2022,878188,No,87000411,"HAINLIN MILL DR, 200' WEST OF 134TH AVE",Y,Portable,6,87,Miami-Dade,6,9.5,56.5,11.8,0.213,-80.40978734,25.56600409
4600,2022,878424,No,87000175,"NW 10 AVE, 200 FT N OF NW 51 ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,4.5,0.692,-80.21209867,25.82222253
2600,2022,876301,No,87270168,"RAMP 87270168 FROM SB SW 4 AVE TO SB I-95, 200' S OF SW 4 AVE",Y,Portable,6,87,Miami-Dade,6,8,99.9,1.2,0.038,-80.20047219,25.76494231
8200,2022,878459,No,87000271,"NW 17 AVE, 200 FT S OF NW 175 ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,6.2,1.13,-80.22884301,25.9336314
4900,2022,878711,No,87000023,"SW 232ND STREET, 500 FEET EAST OF SW 177TH AVE",Y,Portable,6,87,Miami-Dade,6,9,56.5,6.3,2.636,-80.47646395,25.55053622
39000,2022,878290,No,87053500,"W FLAGLER ST, 200' WEST OF SW 97TH AVENUE",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.2,0.952,-80.35371688,25.76891652
37500,2022,877011,No,87000087,SW 137TH AVE .30 MILE SOUTH OF SW 160TH ST,Y,Portable,6,87,Miami-Dade,6,9,56.5,2.1,1.239,-80.41425593,25.61457289
16700,2022,877067,Yes,87504505,NW 22ND AVE 400 FT SOUTH OF NW 167TH ST,Y,Portable,6,87,Miami-Dade,6,9,54.7,2.5,1.266,-80.23651781,25.92687421
550,2022,876381,No,87300510,"RAMP 87300510 FROM EBNW 119 ST TO EB GRATIGNY PKWY, 200' E OF NW 119 ST",Y,Portable,6,87,Miami-Dade,6,8,99.9,25.8,0.038,-80.2546673,25.88231799
8700,2022,878412,No,87000130,"SW 112 AVE, 200 FT S OF SW 38 ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.2,1.87,-80.37572434,25.73344967
16000,2022,876243,No,87260394,"RAMP 87260394 FROM SB SR826 TO WB NW 58 ST, 150' S OF SR 826",Y,Portable,6,87,Miami-Dade,6,8,99.9,13.9,0.028,-80.32230621,25.82774761
19400,2022,878690,No,87000963,SW 26 STREET 400' WEST OF SW 147 AVENUE,Y,Portable,6,87,Miami-Dade,6,9,56.5,8.2,0.918,-80.43346951,25.74289223
7000,2022,878162,No,87000185,"NW 68TH AVE, S OF NW 22ND ST",Y,Portable,6,87,Miami-Dade,6,9,54.7,5,0.6,-80.3077456,25.79159967
8900,2022,878252,No,87000631,"SW 59TH PLACE, 100' SOUTH OF SW 71 STREET",Y,Portable,6,87,Miami-Dade,6,9,56.5,3.1,0.053,-80.29046309,25.70505907
8700,2022,878452,No,87000248,"NE 35 AVE, 200 FT N OFNE 166 ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,4.7,0.348,-80.13722011,25.93331367
4400,2022,878576,No,87000547,"SW 168 STREET, 200' EAST OFSW 119 AVE (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,3.8,0.285,-80.38516059,25.61234317
12500,2022,878306,No,87064502,"SW 67TH AVE, 200' SOUTH OF NW 8TH STREET",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,2.002,-80.30388559,25.76255371
14300,2022,877028,No,87000215,NW 95TH ST 100 FEET EAST OF NW 22ND AVE,Y,Portable,6,87,Miami-Dade,6,9,54.7,2.8,1.461,-80.23362429,25.86095609
14500,2022,876395,Yes,87260324,"RAMP 87260324 FROM NW 103 ST TO SB SR-826, 500' N OF NW 103 ST",Y,Portable,6,87,Miami-Dade,6,8,99.9,15.2,0.095,-80.3212216,25.86728641
13500,2022,878408,No,87000124,"PONCE DE LEON, 200 FT S OF SUAREZ ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,3.1,0.53,-80.26492193,25.72501377
1750,2022,878381,Yes,87000096,"W MASTHA DR, 200 FT N OF WOODCREST RD (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,4.6,0.257,-80.16714513,25.68647161
11500,2022,876250,Yes,87260403,"RAMP 87260403 FROM EB S RIVER DR TO SB SR826, 300' S OF S RIVER DR",Y,Portable,6,87,Miami-Dade,6,8,99.9,23.3,0.057,-80.32381586,25.85400479
7700,2022,878697,No,87000970,NW 52 STREET 300' WEST OF NW 102 AVENUE,Y,Portable,6,87,Miami-Dade,6,9,54.7,7.6,0.606,-80.36105772,25.82040233
10100,2022,878165,No,87000191,"PALM AVENUE, 200' SOUTH OF W 21ST ST",Y,Portable,6,87,Miami-Dade,6,9,54.7,11.8,1.166,-80.28202688,25.84029345
21500,2022,878259,No,87028501,"NW 17TH AVE, 200' SOUTH OF NW 54TH STREET",Y,Portable,6,87,Miami-Dade,6,9,54.7,11.8,2.797,-80.22454358,25.8238814
9700,2022,878350,Yes,87522500,"VENETIAN CSWY, 200' EAST OF WEST AVENUE",Y,Portable,6,87,Miami-Dade,6,9,54.7,2.2,2.971,-80.14189612,25.79303999
17000,2022,876341,No,87270210,"RAMP 87270210 FROM SB TURNPIKE TO SB I-95, 200' S OF TURNPIKE",Y,Portable,6,87,Miami-Dade,6,8,99.9,16.1,0.038,-80.2130376,25.93183997
3800,2022,878548,No,87000493,"SW 107 AVE, 200' NORTH OF SW 124 ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,3.8,0.798,-80.36734482,25.65440175
12000,2022,876466,No,87075626,"RAMP 87075626 I 75 SB OFF TO MIAMI GARDENS DRIVE, 1100' SOUTH OF I-75",Y,Portable,6,87,Miami-Dade,6,8,99.9,2.2,0.208,-80.35215943,25.95013505
6600,2022,876220,No,87260161,"RAMP 87260161 FROM WB NW 167 ST TO WB SR826, 50' W OF NW 167 ST",Y,Portable,6,87,Miami-Dade,6,8,99.9,15.1,0.009,-80.23099532,25.92710763
2050,2022,878676,Yes,87000982,PRAIRIE AVE 400' SOUTH OF W 23 STREET,Y,Portable,6,87,Miami-Dade,6,9,54.7,1.6,0.145,-80.13410116,25.79875442
18900,2022,878124,No,87000063,"SW 248TH STREET, 200' EAST OF SW 127TH AVE",Y,Portable,6,87,Miami-Dade,6,9,56.5,5,0.95,-80.3956559,25.53665287
9400,2022,878223,No,87000500,"SW 147TH AVE, 200' SOUTH OF SW 256TH STREET",Y,Portable,6,87,Miami-Dade,6,9.5,56.5,6.3,0.476,-80.4289614,25.52854288
7700,2022,878341,No,87504501,"NW 22 AVE, 200' SOUTH OF NW 54TH ST",Y,Portable,6,87,Miami-Dade,6,9,54.7,11.8,2.781,-80.23260843,25.82362031
12500,2022,876306,No,87270174,"RAMP 87270174 FROM NB NW 3 AVE TO NB I-95, 100' N OF NW 3 AVE",Y,Portable,6,87,Miami-Dade,6,8,99.9,3.2,0.019,-80.20000845,25.78244284
6800,2022,878521,No,87000442,"NW 11 STREET, 200' EAST OFNW 32 AVE (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,4.5,1.064,-80.24697767,25.78293652
10200,2022,878581,No,87000552,"NW 79 AVE, 1000 FT S OF NW 7TH ST",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.2,0.275,-80.32422722,25.77372055
28000,2022,876452,Yes,87260213,"RAMP 87260213 FROM SR-826 NB TO SR-826 NB, 200' NORTH OF RAMP 87260146",Y,Portable,6,87,Miami-Dade,6,8,99.9,3.2,0.28,-80.3197597,25.77506681
